timestamp,load_mw,temperature_c,hour,day_of_week,is_weekend,day_of_year
2023-01-03 12:00:00,3339.61,23.3,12,1,0,3
2023-01-03 13:00:00,3463.62,25.2,13,1,0,3
2023-01-03 14:00:00,3486.41,24.0,14,1,0,3
2023-01-03 15:00:00,3513.28,25.3,15,1,0,3
2023-01-03 16:00:00,3554.74,23.8,16,1,0,3
2023-01-03 17:00:00,3639.68,23.2,17,1,0,3
2023-01-03 18:00:00,3589.24,24.9,18,1,0,3
2023-01-03 19:00:00,3530.72,27.7,19,1,0,3
2023-01-03 20:00:00,3459.91,22.2,20,1,0,3
2023-01-03 21:00:00,3058.25,24.3,21,1,0,3
2023-01-03 22:00:00,2673.04,22.7,22,1,0,3
2023-01-03 23:00:00,2504.81,23.7,23,1,0,3
2023-01-04 00:00:00,2415.38,22.6,0,2,0,4
2023-01-04 01:00:00,2574.08,18.2,1,2,0,4
2023-01-04 02:00:00,2588.55,22.1,2,2,0,4
2023-01-04 03:00:00,2722.82,24.5,3,2,0,4
2023-01-04 04:00:00,2714.6,21.0,4,2,0,4
2023-01-04 05:00:00,2893.77,24.4,5,2,0,4
2023-01-04 06:00:00,3069.88,22.9,6,2,0,4
2023-01-04 07:00:00,3105.8,22.1,7,2,0,4
2023-01-04 08:00:00,3303.0,24.3,8,2,0,4
2023-01-04 09:00:00,3294.69,23.9,9,2,0,4
2023-01-04 10:00:00,3404.06,23.4,10,2,0,4
2023-01-04 11:00:00,3452.35,24.6,11,2,0,4
2023-01-04 12:00:00,3389.27,22.9,12,2,0,4
2023-01-04 13:00:00,3546.76,19.2,13,2,0,4
2023-01-04 14:00:00,3424.15,21.8,14,2,0,4
2023-01-04 15:00:00,3456.86,18.9,15,2,0,4
2023-01-04 16:00:00,3532.65,23.8,16,2,0,4
2023-01-04 17:00:00,3605.96,24.3,17,2,0,4
2023-01-04 18:00:00,3691.61,24.4,18,2,0,4
2023-01-04 19:00:00,3568.06,23.5,19,2,0,4
2023-01-04 20:00:00,3332.74,24.5,20,2,0,4
2023-01-04 21:00:00,3070.37,19.4,21,2,0,4
2023-01-04 22:00:00,2632.83,22.3,22,2,0,4
2023-01-04 23:00:00,2474.38,19.7,23,2,0,4
2023-01-05 00:00:00,2376.07,21.6,0,3,0,5
2023-01-05 01:00:00,2425.65,25.6,1,3,0,5
2023-01-05 02:00:00,2615.31,24.5,2,3,0,5
2023-01-05 03:00:00,2564.24,23.7,3,3,0,5
2023-01-05 04:00:00,2720.53,22.0,4,3,0,5
2023-01-05 05:00:00,3008.86,20.4,5,3,0,5
2023-01-05 06:00:00,2972.72,22.7,6,3,0,5
2023-01-05 07:00:00,3211.5,24.6,7,3,0,5
2023-01-05 08:00:00,3164.98,23.2,8,3,0,5
2023-01-05 09:00:00,3341.35,19.2,9,3,0,5
2023-01-05 10:00:00,3346.38,22.6,10,3,0,5
2023-01-05 11:00:00,3457.64,18.5,11,3,0,5
2023-01-05 12:00:00,3593.9,24.0,12,3,0,5
2023-01-05 13:00:00,3326.35,21.0,13,3,0,5
2023-01-05 14:00:00,3515.55,19.9,14,3,0,5
2023-01-05 15:00:00,3480.4,24.0,15,3,0,5
2023-01-05 16:00:00,3426.18,23.5,16,3,0,5
2023-01-05 17:00:00,3417.72,22.8,17,3,0,5
2023-01-05 18:00:00,3633.3,26.7,18,3,0,5
2023-01-05 19:00:00,3525.98,23.6,19,3,0,5
2023-01-05 20:00:00,3399.36,21.1,20,3,0,5
2023-01-05 21:00:00,3081.55,23.4,21,3,0,5
2023-01-05 22:00:00,2962.76,21.8,22,3,0,5
2023-01-05 23:00:00,2596.18,24.9,23,3,0,5
2023-01-06 00:00:00,2407.07,22.8,0,4,0,6
2023-01-06 01:00:00,2544.39,23.0,1,4,0,6
2023-01-06 02:00:00,2598.41,19.3,2,4,0,6
2023-01-06 03:00:00,2791.79,22.3,3,4,0,6
2023-01-06 04:00:00,2842.93,22.1,4,4,0,6
2023-01-06 05:00:00,2915.7,20.1,5,4,0,6
2023-01-06 06:00:00,3155.75,21.8,6,4,0,6
2023-01-06 07:00:00,3019.96,23.1,7,4,0,6
2023-01-06 08:00:00,3195.45,22.2,8,4,0,6
2023-01-06 09:00:00,3270.32,19.4,9,4,0,6
2023-01-06 10:00:00,3403.48,21.7,10,4,0,6
2023-01-06 11:00:00,3354.95,21.3,11,4,0,6
2023-01-06 12:00:00,3574.47,22.6,12,4,0,6
2023-01-06 13:00:00,3477.94,22.4,13,4,0,6
2023-01-06 14:00:00,3326.11,21.4,14,4,0,6
2023-01-06 15:00:00,3356.15,21.3,15,4,0,6
2023-01-06 16:00:00,3518.03,22.3,16,4,0,6
2023-01-06 17:00:00,3647.22,24.1,17,4,0,6
2023-01-06 18:00:00,3826.84,22.8,18,4,0,6
2023-01-06 19:00:00,3871.4,25.0,19,4,0,6
2023-01-06 20:00:00,3418.61,24.5,20,4,0,6
2023-01-06 21:00:00,2981.49,25.2,21,4,0,6
2023-01-06 22:00:00,2590.46,24.9,22,4,0,6
2023-01-06 23:00:00,2647.97,25.3,23,4,0,6
2023-01-07 00:00:00,2129.27,19.7,0,5,1,7
2023-01-07 01:00:00,2186.07,23.3,1,5,1,7
2023-01-07 02:00:00,2216.34,24.5,2,5,1,7
2023-01-07 03:00:00,2342.93,24.8,3,5,1,7
2023-01-07 04:00:00,2567.16,20.5,4,5,1,7
2023-01-07 05:00:00,2596.86,23.3,5,5,1,7
2023-01-07 06:00:00,2694.7,22.2,6,5,1,7
2023-01-07 07:00:00,2736.41,25.7,7,5,1,7
2023-01-07 08:00:00,2793.1,19.3,8,5,1,7
2023-01-07 09:00:00,3015.49,20.5,9,5,1,7
2023-01-07 10:00:00,3138.23,18.4,10,5,1,7
2023-01-07 11:00:00,3370.56,22.3,11,5,1,7
2023-01-07 12:00:00,3225.12,26.6,12,5,1,7
2023-01-07 13:00:00,3299.58,21.9,13,5,1,7
2023-01-07 14:00:00,3124.4,22.2,14,5,1,7
2023-01-07 15:00:00,3040.36,23.1,15,5,1,7
2023-01-07 16:00:00,3091.31,21.8,16,5,1,7
2023-01-07 17:00:00,3192.02,22.8,17,5,1,7
2023-01-07 18:00:00,3541.16,22.8,18,5,1,7
2023-01-07 19:00:00,3199.02,20.3,19,5,1,7
2023-01-07 20:00:00,3162.16,21.8,20,5,1,7
2023-01-07 21:00:00,2691.29,23.5,21,5,1,7
2023-01-07 22:00:00,2597.97,23.9,22,5,1,7
2023-01-07 23:00:00,2360.83,24.6,23,5,1,7
2023-01-08 00:00:00,2196.1,22.5,0,6,1,8
2023-01-08 01:00:00,2224.73,22.6,1,6,1,8
2023-01-08 02:00:00,2213.27,23.4,2,6,1,8
2023-01-08 03:00:00,2402.82,20.7,3,6,1,8
2023-01-08 04:00:00,2416.27,20.6,4,6,1,8
2023-01-08 05:00:00,2459.79,21.6,5,6,1,8
2023-01-08 06:00:00,2583.97,19.3,6,6,1,8
2023-01-08 07:00:00,2858.43,22.7,7,6,1,8
2023-01-08 08:00:00,3119.67,24.0,8,6,1,8
2023-01-08 09:00:00,3081.32,20.4,9,6,1,8
2023-01-08 10:00:00,3132.94,22.7,10,6,1,8
2023-01-08 11:00:00,3223.54,20.6,11,6,1,8
2023-01-08 12:00:00,3343.9,19.8,12,6,1,8
2023-01-08 13:00:00,3224.44,26.0,13,6,1,8
2023-01-08 14:00:00,3134.44,19.9,14,6,1,8
2023-01-08 15:00:00,3270.68,19.3,15,6,1,8
2023-01-08 16:00:00,3231.9,22.3,16,6,1,8
2023-01-08 17:00:00,3419.32,22.4,17,6,1,8
2023-01-08 18:00:00,3347.84,23.2,18,6,1,8
2023-01-08 19:00:00,3159.91,25.9,19,6,1,8
2023-01-08 20:00:00,2942.7,20.3,20,6,1,8
2023-01-08 21:00:00,2947.88,20.7,21,6,1,8
2023-01-08 22:00:00,2678.37,25.1,22,6,1,8
2023-01-08 23:00:00,2305.58,23.7,23,6,1,8
2023-01-09 00:00:00,2474.7,23.3,0,0,0,9
2023-01-09 01:00:00,2676.2,20.5,1,0,0,9
2023-01-09 02:00:00,2469.3,24.0,2,0,0,9
2023-01-09 03:00:00,2570.0,23.3,3,0,0,9
2023-01-09 04:00:00,2827.35,22.1,4,0,0,9
2023-01-09 05:00:00,2844.15,20.5,5,0,0,9
2023-01-09 06:00:00,3012.51,21.9,6,0,0,9
2023-01-09 07:00:00,3126.09,25.0,7,0,0,9
2023-01-09 08:00:00,3296.78,19.5,8,0,0,9
2023-01-09 09:00:00,3507.33,20.1,9,0,0,9
2023-01-09 10:00:00,3455.12,20.5,10,0,0,9
2023-01-09 11:00:00,3560.61,20.9,11,0,0,9
2023-01-09 12:00:00,3309.54,21.7,12,0,0,9
2023-01-09 13:00:00,3498.89,23.6,13,0,0,9
2023-01-09 14:00:00,3392.47,22.6,14,0,0,9
2023-01-09 15:00:00,3339.43,21.8,15,0,0,9
2023-01-09 16:00:00,3402.46,22.3,16,0,0,9
2023-01-09 17:00:00,3533.59,23.0,17,0,0,9
2023-01-09 18:00:00,3722.36,18.3,18,0,0,9
2023-01-09 19:00:00,3450.97,23.8,19,0,0,9
2023-01-09 20:00:00,3383.83,20.1,20,0,0,9
2023-01-09 21:00:00,3035.62,20.8,21,0,0,9
2023-01-09 22:00:00,2774.5,22.4,22,0,0,9
2023-01-09 23:00:00,2725.07,21.6,23,0,0,9
2023-01-10 00:00:00,2568.15,22.5,0,1,0,10
2023-01-10 01:00:00,2665.11,21.8,1,1,0,10
2023-01-10 02:00:00,2565.87,21.0,2,1,0,10
2023-01-10 03:00:00,2591.19,24.6,3,1,0,10
2023-01-10 04:00:00,2741.95,23.0,4,1,0,10
2023-01-10 05:00:00,2909.17,22.1,5,1,0,10
2023-01-10 06:00:00,3031.99,22.9,6,1,0,10
2023-01-10 07:00:00,3035.3,20.1,7,1,0,10
2023-01-10 08:00:00,3273.38,25.9,8,1,0,10
2023-01-10 09:00:00,3390.71,19.4,9,1,0,10
2023-01-10 10:00:00,3699.12,21.8,10,1,0,10
2023-01-10 11:00:00,3685.22,21.0,11,1,0,10
2023-01-10 12:00:00,3430.54,20.9,12,1,0,10
2023-01-10 13:00:00,3476.33,20.6,13,1,0,10
2023-01-10 14:00:00,3331.76,20.0,14,1,0,10
2023-01-10 15:00:00,3403.55,23.9,15,1,0,10
2023-01-10 16:00:00,3523.15,19.1,16,1,0,10
2023-01-10 17:00:00,3688.9,23.5,17,1,0,10
2023-01-10 18:00:00,3559.17,22.8,18,1,0,10
2023-01-10 19:00:00,3519.51,20.8,19,1,0,10
2023-01-10 20:00:00,3167.35,22.6,20,1,0,10
2023-01-10 21:00:00,3069.09,21.2,21,1,0,10
2023-01-10 22:00:00,2702.34,19.3,22,1,0,10
2023-01-10 23:00:00,2573.16,19.4,23,1,0,10
2023-01-11 00:00:00,2428.01,22.7,0,2,0,11
2023-01-11 01:00:00,2523.31,22.6,1,2,0,11
2023-01-11 02:00:00,2406.91,21.9,2,2,0,11
2023-01-11 03:00:00,2515.44,20.6,3,2,0,11
2023-01-11 04:00:00,2978.63,21.0,4,2,0,11
2023-01-11 05:00:00,2757.55,20.7,5,2,0,11
2023-01-11 06:00:00,2906.02,17.9,6,2,0,11
2023-01-11 07:00:00,3328.8,21.5,7,2,0,11
2023-01-11 08:00:00,3556.21,22.4,8,2,0,11
2023-01-11 09:00:00,3252.1,21.5,9,2,0,11
2023-01-11 10:00:00,3411.92,24.9,10,2,0,11
2023-01-11 11:00:00,3533.05,19.4,11,2,0,11
2023-01-11 12:00:00,3690.1,20.1,12,2,0,11
2023-01-11 13:00:00,3407.75,21.6,13,2,0,11
2023-01-11 14:00:00,3454.94,21.9,14,2,0,11
2023-01-11 15:00:00,3541.72,17.6,15,2,0,11
2023-01-11 16:00:00,3536.43,22.6,16,2,0,11
2023-01-11 17:00:00,3532.07,21.9,17,2,0,11
2023-01-11 18:00:00,3620.07,17.1,18,2,0,11
2023-01-11 19:00:00,3448.8,21.1,19,2,0,11
2023-01-11 20:00:00,3359.63,19.8,20,2,0,11
2023-01-11 21:00:00,3060.08,20.5,21,2,0,11
2023-01-11 22:00:00,2833.16,18.7,22,2,0,11
2023-01-11 23:00:00,2571.94,22.2,23,2,0,11
2023-01-12 00:00:00,2564.27,24.7,0,3,0,12
2023-01-12 01:00:00,2635.43,21.8,1,3,0,12
2023-01-12 02:00:00,2599.65,16.9,2,3,0,12
2023-01-12 03:00:00,2698.74,21.8,3,3,0,12
2023-01-12 04:00:00,2772.44,20.8,4,3,0,12
2023-01-12 05:00:00,2887.72,19.0,5,3,0,12
2023-01-12 06:00:00,2944.96,21.9,6,3,0,12
2023-01-12 07:00:00,3178.18,23.0,7,3,0,12
2023-01-12 08:00:00,3257.39,19.9,8,3,0,12
2023-01-12 09:00:00,3579.99,17.9,9,3,0,12
2023-01-12 10:00:00,3607.5,17.2,10,3,0,12
2023-01-12 11:00:00,3538.9,19.9,11,3,0,12
2023-01-12 12:00:00,3442.35,20.9,12,3,0,12
2023-01-12 13:00:00,3396.62,20.2,13,3,0,12
2023-01-12 14:00:00,3600.0,19.9,14,3,0,12
2023-01-12 15:00:00,3491.68,22.4,15,3,0,12
2023-01-12 16:00:00,3542.39,22.1,16,3,0,12
2023-01-12 17:00:00,3396.64,21.6,17,3,0,12
2023-01-12 18:00:00,3727.61,22.9,18,3,0,12
2023-01-12 19:00:00,3633.15,19.9,19,3,0,12
2023-01-12 20:00:00,3273.82,19.0,20,3,0,12
2023-01-12 21:00:00,3040.99,20.2,21,3,0,12
2023-01-12 22:00:00,2837.74,20.0,22,3,0,12
2023-01-12 23:00:00,2634.14,17.1,23,3,0,12
2023-01-13 00:00:00,2489.37,20.0,0,4,0,13
2023-01-13 01:00:00,2525.28,23.3,1,4,0,13
2023-01-13 02:00:00,2560.38,22.7,2,4,0,13
2023-01-13 03:00:00,2680.29,22.1,3,4,0,13
2023-01-13 04:00:00,2915.74,21.3,4,4,0,13
2023-01-13 05:00:00,2632.51,24.0,5,4,0,13
2023-01-13 06:00:00,2994.9,18.9,6,4,0,13
2023-01-13 07:00:00,3165.65,19.1,7,4,0,13
2023-01-13 08:00:00,3298.19,23.3,8,4,0,13
2023-01-13 09:00:00,3334.95,21.1,9,4,0,13
2023-01-13 10:00:00,3275.96,19.7,10,4,0,13
2023-01-13 11:00:00,3534.59,22.2,11,4,0,13
2023-01-13 12:00:00,3692.86,20.2,12,4,0,13
2023-01-13 13:00:00,3355.94,19.4,13,4,0,13
2023-01-13 14:00:00,3568.74,19.3,14,4,0,13
2023-01-13 15:00:00,3434.03,21.7,15,4,0,13
2023-01-13 16:00:00,3489.71,21.5,16,4,0,13
2023-01-13 17:00:00,3467.28,24.1,17,4,0,13
2023-01-13 18:00:00,3602.89,20.5,18,4,0,13
2023-01-13 19:00:00,3719.18,20.4,19,4,0,13
2023-01-13 20:00:00,3444.6,23.9,20,4,0,13
2023-01-13 21:00:00,3262.84,23.0,21,4,0,13
2023-01-13 22:00:00,2930.57,21.4,22,4,0,13
2023-01-13 23:00:00,2674.27,17.9,23,4,0,13
2023-01-14 00:00:00,2394.5,19.3,0,5,1,14
2023-01-14 01:00:00,2281.05,18.8,1,5,1,14
2023-01-14 02:00:00,2369.89,21.0,2,5,1,14
2023-01-14 03:00:00,2336.9,19.9,3,5,1,14
2023-01-14 04:00:00,2476.76,24.1,4,5,1,14
2023-01-14 05:00:00,2520.96,17.8,5,5,1,14
2023-01-14 06:00:00,2819.07,18.6,6,5,1,14
2023-01-14 07:00:00,2731.69,21.4,7,5,1,14
2023-01-14 08:00:00,3048.34,21.9,8,5,1,14
2023-01-14 09:00:00,3054.6,15.7,9,5,1,14
2023-01-14 10:00:00,3270.27,17.4,10,5,1,14
2023-01-14 11:00:00,3278.39,20.4,11,5,1,14
2023-01-14 12:00:00,3403.7,23.6,12,5,1,14
2023-01-14 13:00:00,3283.93,24.7,13,5,1,14
2023-01-14 14:00:00,3026.67,20.1,14,5,1,14
2023-01-14 15:00:00,3161.7,20.6,15,5,1,14
2023-01-14 16:00:00,3080.16,19.2,16,5,1,14
2023-01-14 17:00:00,3222.26,22.2,17,5,1,14
2023-01-14 18:00:00,3488.98,24.0,18,5,1,14
2023-01-14 19:00:00,3354.45,23.4,19,5,1,14
2023-01-14 20:00:00,3017.96,20.8,20,5,1,14
2023-01-14 21:00:00,2689.76,19.2,21,5,1,14
2023-01-14 22:00:00,2517.63,20.9,22,5,1,14
2023-01-14 23:00:00,2210.22,23.7,23,5,1,14
2023-01-15 00:00:00,2154.56,19.9,0,6,1,15
2023-01-15 01:00:00,2269.91,17.1,1,6,1,15
2023-01-15 02:00:00,2404.19,20.0,2,6,1,15
2023-01-15 03:00:00,2429.0,20.2,3,6,1,15
2023-01-15 04:00:00,2242.55,17.1,4,6,1,15
2023-01-15 05:00:00,2622.7,21.2,5,6,1,15
2023-01-15 06:00:00,2728.88,21.8,6,6,1,15
2023-01-15 07:00:00,2892.47,24.5,7,6,1,15
2023-01-15 08:00:00,3133.3,18.1,8,6,1,15
2023-01-15 09:00:00,2868.91,22.2,9,6,1,15
2023-01-15 10:00:00,3095.61,22.7,10,6,1,15
2023-01-15 11:00:00,3263.96,21.8,11,6,1,15
2023-01-15 12:00:00,3065.05,18.7,12,6,1,15
2023-01-15 13:00:00,3360.01,18.6,13,6,1,15
2023-01-15 14:00:00,3222.28,20.9,14,6,1,15
2023-01-15 15:00:00,3254.62,20.9,15,6,1,15
2023-01-15 16:00:00,3141.84,19.6,16,6,1,15
2023-01-15 17:00:00,3357.03,23.3,17,6,1,15
2023-01-15 18:00:00,3446.27,19.9,18,6,1,15
2023-01-15 19:00:00,3315.55,17.0,19,6,1,15
2023-01-15 20:00:00,3112.86,20.3,20,6,1,15
2023-01-15 21:00:00,2819.73,21.7,21,6,1,15
2023-01-15 22:00:00,2429.58,21.4,22,6,1,15
2023-01-15 23:00:00,2318.69,21.4,23,6,1,15
2023-01-16 00:00:00,2508.03,23.6,0,0,0,16
2023-01-16 01:00:00,2578.66,18.4,1,0,0,16
2023-01-16 02:00:00,2690.26,19.7,2,0,0,16
2023-01-16 03:00:00,2563.88,23.7,3,0,0,16
2023-01-16 04:00:00,2760.79,16.7,4,0,0,16
2023-01-16 05:00:00,3042.02,20.5,5,0,0,16
2023-01-16 06:00:00,2948.93,23.1,6,0,0,16
2023-01-16 07:00:00,3070.47,23.0,7,0,0,16
2023-01-16 08:00:00,3293.52,21.9,8,0,0,16
2023-01-16 09:00:00,3461.28,22.0,9,0,0,16
2023-01-16 10:00:00,3457.47,18.5,10,0,0,16
2023-01-16 11:00:00,3639.38,23.3,11,0,0,16
2023-01-16 12:00:00,3610.5,18.2,12,0,0,16
2023-01-16 13:00:00,3598.21,18.3,13,0,0,16
2023-01-16 14:00:00,3542.47,21.4,14,0,0,16
2023-01-16 15:00:00,3704.34,19.6,15,0,0,16
2023-01-16 16:00:00,3480.03,21.0,16,0,0,16
2023-01-16 17:00:00,3376.92,21.5,17,0,0,16
2023-01-16 18:00:00,3801.46,24.2,18,0,0,16
2023-01-16 19:00:00,3548.11,21.5,19,0,0,16
2023-01-16 20:00:00,3401.82,19.4,20,0,0,16
2023-01-16 21:00:00,3225.26,21.9,21,0,0,16
2023-01-16 22:00:00,2657.3,18.9,22,0,0,16
2023-01-16 23:00:00,2509.89,22.4,23,0,0,16
2023-01-17 00:00:00,2364.81,20.6,0,1,0,17
2023-01-17 01:00:00,2462.57,21.2,1,1,0,17
2023-01-17 02:00:00,2635.89,16.9,2,1,0,17
2023-01-17 03:00:00,2723.81,15.9,3,1,0,17
2023-01-17 04:00:00,2802.57,17.4,4,1,0,17
2023-01-17 05:00:00,2754.26,23.9,5,1,0,17
2023-01-17 06:00:00,2793.93,18.1,6,1,0,17
2023-01-17 07:00:00,3159.79,21.9,7,1,0,17
2023-01-17 08:00:00,3227.76,19.2,8,1,0,17
2023-01-17 09:00:00,3424.44,20.0,9,1,0,17
2023-01-17 10:00:00,3528.18,20.4,10,1,0,17
2023-01-17 11:00:00,3521.96,23.7,11,1,0,17
2023-01-17 12:00:00,3602.49,21.6,12,1,0,17
2023-01-17 13:00:00,3538.6,21.2,13,1,0,17
2023-01-17 14:00:00,3541.72,23.0,14,1,0,17
2023-01-17 15:00:00,3402.76,19.2,15,1,0,17
2023-01-17 16:00:00,3484.24,22.6,16,1,0,17
2023-01-17 17:00:00,3598.6,22.2,17,1,0,17
2023-01-17 18:00:00,3724.74,22.2,18,1,0,17
2023-01-17 19:00:00,3556.16,20.1,19,1,0,17
2023-01-17 20:00:00,3444.81,19.6,20,1,0,17
2023-01-17 21:00:00,3069.38,18.7,21,1,0,17
2023-01-17 22:00:00,2807.43,18.8,22,1,0,17
2023-01-17 23:00:00,2719.67,18.6,23,1,0,17
2023-01-18 00:00:00,2327.33,21.0,0,2,0,18
2023-01-18 01:00:00,2414.03,19.8,1,2,0,18
2023-01-18 02:00:00,2445.41,21.2,2,2,0,18
2023-01-18 03:00:00,2439.72,21.3,3,2,0,18
2023-01-18 04:00:00,2708.81,18.2,4,2,0,18
2023-01-18 05:00:00,2972.17,18.1,5,2,0,18
2023-01-18 06:00:00,2998.15,19.8,6,2,0,18
2023-01-18 07:00:00,3175.83,18.7,7,2,0,18
2023-01-18 08:00:00,3385.56,18.5,8,2,0,18
2023-01-18 09:00:00,3512.96,23.7,9,2,0,18
2023-01-18 10:00:00,3452.77,17.2,10,2,0,18
2023-01-18 11:00:00,3645.2,24.3,11,2,0,18
2023-01-18 12:00:00,3537.38,20.9,12,2,0,18
2023-01-18 13:00:00,3433.64,22.3,13,2,0,18
2023-01-18 14:00:00,3430.97,22.0,14,2,0,18
2023-01-18 15:00:00,3326.87,21.5,15,2,0,18
2023-01-18 16:00:00,3415.08,23.6,16,2,0,18
2023-01-18 17:00:00,3544.82,18.1,17,2,0,18
2023-01-18 18:00:00,3724.75,20.0,18,2,0,18
2023-01-18 19:00:00,3769.31,18.6,19,2,0,18
2023-01-18 20:00:00,3256.17,16.9,20,2,0,18
2023-01-18 21:00:00,3136.94,19.0,21,2,0,18
2023-01-18 22:00:00,2716.83,24.0,22,2,0,18
2023-01-18 23:00:00,2685.88,19.9,23,2,0,18
2023-01-19 00:00:00,2515.27,24.1,0,3,0,19
2023-01-19 01:00:00,2362.32,24.3,1,3,0,19
2023-01-19 02:00:00,2688.19,26.1,2,3,0,19
2023-01-19 03:00:00,2614.32,23.9,3,3,0,19
2023-01-19 04:00:00,2724.99,24.9,4,3,0,19
2023-01-19 05:00:00,2791.99,20.8,5,3,0,19
2023-01-19 06:00:00,2962.95,20.6,6,3,0,19
2023-01-19 07:00:00,3200.57,20.7,7,3,0,19
2023-01-19 08:00:00,3259.45,20.1,8,3,0,19
2023-01-19 09:00:00,3414.8,20.4,9,3,0,19
2023-01-19 10:00:00,3497.61,21.6,10,3,0,19
2023-01-19 11:00:00,3643.64,19.2,11,3,0,19
2023-01-19 12:00:00,3495.63,17.4,12,3,0,19
2023-01-19 13:00:00,3371.43,20.9,13,3,0,19
2023-01-19 14:00:00,3598.87,18.8,14,3,0,19
2023-01-19 15:00:00,3443.51,19.0,15,3,0,19
2023-01-19 16:00:00,3617.09,19.9,16,3,0,19
2023-01-19 17:00:00,3620.69,19.4,17,3,0,19
2023-01-19 18:00:00,3633.01,22.4,18,3,0,19
2023-01-19 19:00:00,3633.84,19.8,19,3,0,19
2023-01-19 20:00:00,3591.22,22.5,20,3,0,19
2023-01-19 21:00:00,3307.09,20.5,21,3,0,19
2023-01-19 22:00:00,2829.56,20.0,22,3,0,19
2023-01-19 23:00:00,2656.17,20.5,23,3,0,19
2023-01-20 00:00:00,2637.77,17.4,0,4,0,20
2023-01-20 01:00:00,2462.62,20.7,1,4,0,20
2023-01-20 02:00:00,2630.44,21.7,2,4,0,20
2023-01-20 03:00:00,2674.01,22.0,3,4,0,20
2023-01-20 04:00:00,2811.54,17.3,4,4,0,20
2023-01-20 05:00:00,2817.4,16.9,5,4,0,20
2023-01-20 06:00:00,2871.19,18.9,6,4,0,20
2023-01-20 07:00:00,2952.26,22.8,7,4,0,20
